crude, nat-gas	U.S. SEISMIC CREW COUNT DROPS 6 PCT IN FEBRUARY The number of seismic crews searching for oil and gas in the United States dropped by nine to a total of 151 crews, a decrease of six pct from January, the Society of Exploration Geophysicists said. The February total represented a 49 pct decrease from February 1986. Worldwide, the association's monthly survey showed that seismic exploration for oil and gas increased to 395 in February, up three from the month before. Africa added three seismic crews, the Middle East increased by two and the Far East added one while reductions were reported in Central and South America, Europe and the United States. Reuter
interest, money-fx	FED SAYS IT SETS 1.5 BILLION DLRS OF CUSTOMER REPURCHASE AGREEMENTS
interest, money-fx	FED SAYS IT SETS TWO-DAY SYSTEM REPURCHASE AGEEMENTS
crude, nat-gas	SOUTH AFRICAN FIRM TO CONTINUE TESTS South Africa's state-owned energy firm Soekor said it would continue tests after striking oil some 120 kms (75 miles) south-southwest of Mossel Bay. During production tests, about 5,000 barrels of oil and five mln cubic feet of gas per day were produced, it said. "This oil discovery will be followed-up as soon as possible by further seismic surveys and drilling. Should further drilling and tests in the area yield positive results oil production from a floating platform could be considered." Director General of Mineral and Energy Affairs Louw Alberts announced the strike earlier but said it was uneconomic. Reuter
interest, money-fx	BANK OF FRANCE TO BUY FIRST CATEGORY PAPER TODAY The Bank of France is to inject liquidity against first category paper at a tender this afternoon, a Bank spokesman said. Money market sources were divided as to whether they thought the Bank of France would use the occasion to cut its intervention rate, which has stood at 7 3/4 pct since it was cut from eight pct on March 9. Some thought a rate cut unlikely given foreign exchange turbulence and the U.S. Prime rate rise to 7 3/4 pct, while others still counted on a 1/4 point cut by the Bank of France. REUTER
grain, wheat	CCC WHEAT CREDIT GUARANTEES FOR NORTH YEMEN The Commodity Credit Corporation, CCC, has authorized 25.0 mln dlrs in credit guarantees to North Yemen to cover purchases of U.S. wheat under the Intermediate Export Credit Guarantee Program (GSM-103), the U.S. Agriculture Department said. Under the program credit terms extended must be in excess of three yeras, but not more than seven years. All sales under the line must be registered and exports completed by September 30, 1987, the department said. Reuter
crude, nat-gas	SOVIET SAYS DATA SHARING WILL HELP FIND OIL A Soviet geologist said scientists need to coordinate data about onshore and offshore oil deposits to help identify global formations that would indicate other potential discoveries of oil and gas reserves. Vladmir Vladiminovich Semenovich, the head of petroleum geology at Moscow State University, told delegates at the World Petroleum Congress that exploration efficiency could also be improved through new and more sophisticated technology. "We should emphasize that when having the data about petroleum distribution onshore and offshore, it is possible to clarify the idea of global regularities in oil and gas prospects," Semenovich said. "However, much work should be done to coordinate data concerning the structure and oil and gas prospects in adjoining onshore and offshore basins." Sharing the information could help geologists better predict regional trends and underground formations that indicate the presence of oil or gas, he said. Semenovich also said that existing estimates of the potential oil and natural gas resources of the world may need to be revised upward as oil companies continue to examine unexplored regions. The world, which has already produced 476 billion barrels of oil and gas, has a current total of about 733 billion barrels in proved reserves. Undiscovered resources are estimated at about 1.4 trillion barrels, or about half of the total ultimate reserves, Semenovich said. "There are a lot of unstudied regions all over the world and, as far as the already known basins, one continues to find additional reserves," he said, noting that Antarctica has been virtually ignored. "The existing estimate of potential resources of the world may need to be enlarged." To find deeper and more expensive reserves, scientists will need to use 3-D mapping of underground formations and laser spectrometry to measure bitumen in soils and plants among other techniques, he said. He estimated that continental slopes contain about 10 to 13 pct of all offshore reserves. Semenovich also said that virtually all of the total oil and gas resources now estimated to exist in the world would be discovered and placed in production during the next 50 years. After his speech, Semenovich told Reuters that Soviet oil production was increasing. "The difficulties of 1985 have been overcome and we're now back to normal production," he said. The Soviet Union, the world's largest producer of oil, had experienced drilling and technical problems that cut total liquids production from 12.45 mln barrels a day in 1984 to 12.1 mln barrels a day in 1985. Last year, the Soviets produced an estimated 12.3 mln barrels. When asked about the recent reopening and testing of a coal gasification project in Soviet Central Asia, Semenovich said the project was important because of the lack of oil reserves in the region. Semenovich declined to identify at what level of world oil prices the coal gasification process would become economic again. "It's too expensive for the time being," Semenovich said. "Theoretical development is underway and tests are being run. For the moment, coal gasification is a very small part of the energy industry," he said. Reuter
grain, wheat	U.S. DURUM WHEAT BONUS BID TO ALGERIA ACCEPTED The U.S. Agriculture Department said it has accepted a bid for an export bonus to cover the sale of 18,000 tonnes of U.S. durum wheat to Algeria. A bonus of 43.25 dlrs per tonne was awarded to Cam USA Inc on the shipment scheduled for June 20-30, Melvin Sims, USDA general sales manager, said. An additional 228,000 tonnes of durum wheat are available to Algeria under the department's export enhancement program, Sims said. Reuter
interest, money-fx	Danish central bank cuts overnight money market interest rate to 10.5 pct from 11 pct - official
money-fx	TAIWAN TO STUDY SUSPENDING FOREX CONTROLS Premier Yu Kuo-Hua ordered financial officials to quicken the pace of relaxing foreign exchange controls and study the possibility of suspending the controls, a cabinet statement said. The statement quoted Yu as telling Finance Ministy and Central Bank officials the relaxation was needed to help reduce Taiwan's surging foreign exchange reserves, which reached a record 53 billion U.S. Dollars this month. Finance Minister Robert Chien told reporters his ministry and the Central Bank would work jointly on new measures to ease the controls, but he did not give details. Yu said the government could maintain the framework of the foreign exchange controls while finding ways to ease them. The controls would be used during emergency. Taiwan's reserves have resulted largely from its trade surplus, which hit 15.6 billion dlrs in 1986 and 10.6 billion in 1985. About 95 pct of the surplus was from Taiwan's trade with the United States, according to official figures. But he said that while easing the controls would help reduce the reserves, it would not do so substantially in a short time. Economists and bankers said the new decision resulted from growing pressure from the United States, Taiwan's largest trading partner, which buys almost half the island's exports. Lu Ming-Jen, economic professor at Soochow University, told Reuters: "The decision came a little bit late. But it was better than never." Ko Fei-Lo, Vice President at First Commercial Bank, said the government should rapidly relax its foreign exchange controls and open its market wider to help balance trade with its trading partners, especially the United States. "The liberalisation in both imports and foreign exchange controls will not only help our trading partners, but also help our own economic problems," he said. He said the mounting foreign exchange reserveshelped boost Taiwan's money supply by 48.22 pct in the year to end-February. REUTER
money-fx	KUWAITI DINAR RATES FIRM, AID WINDOW OPEN Interest rates on Kuwaiti dinar deposits held firm in scattered trading despite a Central Bank decision to revive limited funding lines, dealers said. The Central Bank, which last Tuesday shut a daily aid window through which it lent funds of up to one year, reopened the facility for three month money, which was available at seven pct, they said. It offered one month funds at seven pct through swap facilities, dealers said. Today's Central Bank action, combined with sales of dollars by some banks, helped ease a recent credit squeeze engineered by the monetary authority to stem a rush for the U.S. Currency arising from attractive U.S. Interest rates and Gulf tension, dealers said. However, as one dealer noted: "The market is still unsettled." Overnight funds, bid at 20 pct at the outset of business, traded up to 30 pct before easing as liquidity dragged offers down to 10 pct by the close. Tomorrow-next, for which buy/sell quotes started at 30, 20 pct, ended at 14, eight. Spot-next was indicated at 8-1/2, seven after opening bids of 10. Dealers quoted one-week at eight, seven against an early 9-1/2, 7-1/2. One month rates were at the same level after trade at eight then 8-1/2. Dealers quoted three months at seven, 6-3/4 pct and six-month to one year funds at seven, six pct. They reported offshore offers of overnight at 10, tomorrow-next at eight and one year at 6-1/2 pct towards the close. The Central Bank fixed its dinar exchange rate steady at 0.27933/67 to the dollar, against yesterday's 0.27939/73. The spot dinar was 0.27930/40. REUTER
crude	U.S. OIL DEPENDENCY SEEN RISING TO RECORD LEVEL The United States' dependency on foreign oil sources may reach record levels by the mid-1990s, according to John H. Lichtblau, president of Petroleum Industry Research Associates. Lichtblau, speaking at an alternative energy conference here, said the U.S. may depend on foreign suppliers for as much as 52 pct of its oil by 1995, surpasssing the previous high level of 47 pct in 1977. "The long term growth in dependency on foreign oil is inevitable," Lichtblau said. As much as 30 pct of U.S. oil imports in 1995 could come from OPEC nations, he said. Lichtblau said the U.S. depended on foreign suppliers for 33 pct of its oil in 1986 and predicted that would increase to 40 pct by 1990. "However, the rate of this growth can be affected positively or negatively through government action or inaction," Lichtblau said. He said that one of the government's negative actions is the maintenance of the windfall profits tax which acts as a disincentive to developing existing fields and reduces cash flow for oil exploration. Lichtblau called for the adoption of an international floor price for crude oil to help stabilize world oil prices. "An international floor price adopted by all or most industrial countries would clearly be a much more effective measure and would be much less distortive for the U.S. than if we imposed it alone," Lichtblau said. Development of alternate energy sources such as synthetic fuels as well as increased development in Alaska could lessen U.S. dependency on foreign oil, Lichtblau said. A potential for alternative supplies could limit the willingness of OPEC nations to raise oil prices, he said. Lichtblau also called for the federal government to offer tax abatements for oil drilling, to fill the Strategic Petroleum Reserve at a faster rate and to develop pilot plans for alternative energy. Reuter
ship	U.S. HOUSE PASSES MIDEAST GULF BILL The House today approved a bill requiring the Reagan administration to report to Congress on its Mideast Gulf policy but not restricting its actions. The vote in favor was despite a last-minute revolt by an alliance of liberal Democrats and conservative Republicans who sought to defeat it as a signal that a growing number of legislators oppose President Reagan's policies in the region. In the Senate, a leading Republican senator, former Senate Appropriations Committee Chairman Mark Hatfield of Oregon, said he would try to prevent consideration of the bill. He said he will put a so-called "hold" on the bill until he finds out whether the War Powers Act applies to protecting Kuwaiti tankers. Congressional leaders complain they were not consulted about plans to put the U.S. flag on Kuwaiti ships and some charged the policy could lead the U.S. into the Iran-Iraq war. Conservative Republicans said increasing the U.S. military obligation in the gulf would place impossible burdens on American servicemen and equipment, and warned it could lead to war. "It is a real snake pit at best and a powder keg that will blow sky-high at worst," said Wisconsin Rep. Toby Roth. Reuter
crude	SOVIET 1988 OIL OUTPUT TARGET AT 625 MLN TONNES The Soviet oil production target for 1988 has been set at 625 mln tonnes, a rise of eight mln tonnes over this year's planned output. Oil Minister Vasily Dinkov announced the figure on Tuesday at the Supreme Soviet, the country's nominal parliament. He said a new development strategy, fuller use of oil deposits and better housing and pay for oilmen had allowed an upsurge in the oil industry after three years of stagnation which began in late 1983. Last year the Soviet Union produced 615 mln tonnes of oil, slightly short of the target of 616.7 mln. January-September figures released at the weekend showed Soviet oil output in the first nine months of this year at 467 mln tonnes. The 1987 target is 617 million. Dinkov said the Soviet Union would develop 38 new oil deposits in the coming year. He called for speedier geolog prospecting across the country to spur the oil industry. The Supreme Soviet convened on Monday to endorse the 1988 budget and plan. The session is expected to end on Tuesday. REUTER
grain, wheat	IWC lifts 1986/87 world wheat, coarse grain estimate one mln tonnes to record 1,377 mln
money-fx	OFFICIAL WANTS ARAB FUND TO HELP LEBANESE POUND Lebanese central bank Vice Governor Meguerditch Bouldikian called for the establishment of an Arab fund to assist the Lebanese pound, which has lost more than 80 pct of its value against the dollar since January 1986. Bouldikian told an Arab exchange dealers conference the bank would continue to take measures to defend the currency. But he said Lebanon needed foreign support for its war-battered economy now more than ever before. "We expect a common effort between the central bank and Arab central banks and monetary authorities to create an Arab fund to support and preserve the value of the currency when needed," he said. Twelve years of civil war have devastated productive sectors of the Lebanese economy and created gaping trade and budget deficits. Bouldikian said recent government measures had succeeded in reducing demand for imports and increasing exports. "These are encouraging factors, but the war has not ended yet," he said. "We believe that with a just political solution acceptable to all sides, confidence will return and this will benefit the Lebanese pound and Lebanon." In the meantime, he said the central bank had four main goals: 1) to use surplus liquidity to finance the budget deficit 2) to increase the role of commercial banks and non-bank financing institutions in financing the deficit 3) to limit the transfer of Lebanese pounds into foreign currency deposits 4) to protect the financial health of commercial banks. REUTER
interest, money-fx	PARIS G-6 MEET SET NO TARGETS - LEIGH-PEMBERTON Bank of England Governor Robin Leigh-Pemberton said the Paris pact agreed between six leading industrialised nations set no nominal exchange rate targets. Leigh-Pemberton said in oral evidence to a select committee that "we did not swap numbers - we reached an understanding" on how to cooperate towards stabilizing currencies at around their current levels. He said the accord had brought Britain into a form of joint currency float - but one which let it still purse an independent monetary policy. "I would concede that, since the Louvre Accord, we are acting as if we are in something," Leigh-Pemberton said. "The Louvre and Plaza accords show there is a very effective role for the (Group of) seven central banks to operate together" towards stabilising exchange rates," Leigh-Pemberton said. He did not mention this week's intervention by central banks to support the dollar, after markets decided to test the accord. Leigh-Pemberton said that "the effectiveness of this (cooperation) is actually larger than many of us had thought in the pre-Plaza days" before September 1985. He did not indicate what exchange rate levels were broadly sought by the six nations, and noted that "we are more effective in our agreement if we can leave the markets guessing." He did not indicate what exchange rate levels were broadly sought by the six nations, and noted that "we are more effective in our agreement if we can leave the markets guessing." Leigh-Pemberton said that, in principle, the Bank of England favoured full EMS membership for sterling, provided such a move did not endanger U.K. Anti-inflation monetary policy. Asked whether he wanted to see U.K. Interest rates lower, he said "the two half point cuts (this month in banks' base lending rates) have been appropriate up until now." Leigh-Pemberton said he preferred a "cautious step-by-step approach" to reducing short term interest rates, not least because "we have a potential problem with inflation." Underlying U.K. Inflation was currently around 4.0 pct, "one of the highest" among industrialised nations, he added. Leigh-Pemberton said the Bank of England had not wanted base rates to fall before the unveiling of the 1987/88 budget on March 17, but he said pressure from financial markets for such a move had proved irresistible. Base rates are now at 10 pct. Regarding sterling's relationship with oil, Leigh-Pemberton said that the pound could be seen being undervalued overall. He said the current oil price of some 18 dlrs a barrel might suggest a level of 74 on the Bank of England's sterling index, when compared with the index's level before oil prices dropped from around the 30 dlr level. The index, base 1975, closed here today at 72.1, unchanged from the previous close. Reuter
interest, money-fx	U.K. MONEY MARKET GIVEN 90 MLN STG EARLY HELP The Bank of England said it provided the money market with assistance worth 90 mln stg in response to an early round of bill offers from discount houses. Earlier, the bank estimated the shortage in the system today at some 1.05 billion stg. The bank bought bills for resale to the market in equal amounts on April 1, 2 and 3 at an interest rate of 10-7/16 pct. REUTER
crude	OIL PRICES RISE ON SAUDI EFFORT Crude oil prices rallied today, moving over 17.00 dlrs a barrel because of Saudi Arabia's determined effort to support prices, analysts said. "The Saudis and other OPEC nations are jawboning the market, hoping to restore confidence and prices and to do this without another meeting," said Sanford Margoshes, oil analyst with Shearson Lehman Brothers Inc. "But OPEC is not out of the woods yet by a longshot due to seasonal declines in demand and some cheating," he added. Oil industry analysts said Saudi Arabia has led the attempt to get other OPEC members to resist pressures to discount from the official prices agreed to last december. The analysts said that to get others to hold the line, Saudi Arabia pushed hard at the meeting of deputy oil ministers of the Gulf Cooperation Council last weekend and at the Cooperation Council oil ministers' meeting the previous week. The Saudis have also offered to support members having difficulty in selling their oil, analysts said. "They are trying to make sure that no one discounts, and to prevent that, it appears that Saudi Arabia or some other OPEC member will allocate some of their oil sales to help members that lose sales," Margoshes said. He added that the allocations would probably be in the form of loans to be repaid when these nations resume sales. Analysts said this would be useful in keeping in line nations like Qatar, which has had trouble selling oil. But it is also likely that such assistance would be provided to Nigeria which is under pressure to extend discounts. Analysts said that Saudi Arabia, with assistance from OPEC president Rilwanu Lukman, was trying to avoid an emergency OPEC meeting for fear that it would give the appearance that the December pact is falling apart. Daniel McKinley, oil analyst with Smith Barney, Upham Harris and Co said, "both physical and futures markets have been oversold and it only took a small spark to bring on a short covering rally." He believes an Iranian trade mission to Tokyo, which refused discounts to Japanese buyers, brought Japanese refiners into the market to cover their short positions. Oil traders said one japanese refiner came into the market to but 10 cargoes of May Dubai, which sent prices up on Mideast sours, with Dubai trading up to 16.50 dlrs after trading yeterray as low as 15.63 dlrs and then spilled over into the North sea crude oil market. Traders said that there have been persistent rumors today that Japanese buyers are looking to pick up cargoes of Brent for Japan and European trade sources indidate rumors of vessels being fixed to make such shipments. North sea brent today rose over 17.00 dlrs with trades reported as high as 17.05 dlrs, up one dlr. OPEC members' denials that they are producing over their quotas sparked moves to cover short postitions. Indonesian oil minister Subroto said today that OPEC production was below the 15.8 mln bpd quota agreed to last december but he gave no details on OPEC production against claims it was more at least one mln bpd above that level. "The production probably is about their quota level and largely because Saudi Arabia will not discount and canot sell its oil as a result," Margoshes said. Analysts have mixed opinions about the extent of the current rally. Some believe prices can continue to rise if Saudi Arabia and OPEC hold steady in a refusal to discount. But others said that despite the rally today there were still several fundamental factors, including demand, which could cut the rally short. Marion Stewart, an indepedent petroleum economist, said slow growth in the economies of the U.S. and OECD would keep demand for oil slack and he now estimates that demand to rise about 1.4 pct over 1986. Reuter
crude, ship	GREECE SCRAPS U.S. BASE CLOSURE REQUEST Prime Minister Andreas Papandreou has withdrawn a request to Washington to suspend operations at an American army base near Athens as a Greek-Turkish row over oil rights in the Aegean eased. A Turkish research ship which Greece had threatened to tackle if it sailed into disputed waters in the Aegean Sea kept to Turkish territorial waters yesterday, avoiding a potential clash. Papandreou expressed qualified optimism after briefing opposition leaders on Aegean developments early yesterday. The Greek government later withdrew Friday's request to Washington to close down its telecommunications base at Nea Makri, north of Athens, saying that the reasons which had prompted it to make the request were no longer valid. Under the terms of the U.S.-Greek bases accord, Greece has the right to ask for suspension of operations at times when its national interests are threatened. The row in the Aegean erupted after Turkey said it would search for oil round three Greek islands off its coast following an announcement from Greece that it planned to drill east of Thassos island after taking control of a Canadian-led oil consortium operating in the northern Aegean. Turkey accused Greece of breaching the 1976 Berne Agreement under which both sides agreed to preserve the status quo in the Aegean until their continental shelf dispute was settled. Athens says it considers the accord inactive. The Turkish Foreign Ministry said in a statement it had received an assurance from Greece that it would not carry out oil activities outside its territorial waters. Greece declined comment on the statement. Papandreou repeated an invitation to Turkey to take the long-standing continental shelf dispute to the International Court of Justice at The Hague. Conservative opposition leader Constantine Mitsotakis said he had urged Papandreou to accept an offer from NATO General Secretary Lord Carrington to help resolve the row. REUTER
corn, grain	LYNG DISAPPOINTED BY CANADA CORN INJURY DECISION U.S. Agriculture Secretary Richard Lyng said he is "very disappointed" by a Canadian government finding that U.S. corn has injured Ontario Corn growers. "This action is not helpful in the context of the ongoing U.S.-Canada free trade talks or in the new round of multilateral trade negotiations," Lyng said in a statement. The Canadian government today said Ottawa would continue to apply a duty of 84.9 cents per bushel on U.S. corn imports. Lyng said the U.S. made a case that U.S. corn imports are not the cause of any problem of Canadian corn producers, adding that U.S. corn exports to Canada are declining. "Apparently they (Canada) have ignored the fact that Canadian corn and other coarse grain production is rising faster than consumption," Lyng said. Reuter
interest, money-fx	U.K. MONEY MARKET GIVEN FURTHER 485 MLN STG HELP The Bank of England said it had given the money market a further 485 mln stg assistance in the afternoon session. This takes the Bank's total help so far today to 582 mln stg and compares with its forecast of a 750 mln stg shortage in the system today. The central bank bought bank bills outright comprising 345 mln stg in band one at 9-7/8 pct and 75 mln stg in band two at 9-3/16 pct. It also purchased 65 mln stg of treasury bills in band one at 9-7/8 pct. REUTER
corn, grain	PIK-AND-ROLL PRESSURES CORN BASIS VALUES Changes by the USDA in its posted county prices have successfully increased PIK-and-roll activity as a way to pull corn out of government stockpiles, with the resulting jump in free supplies pressuring terminal corn basis values, cash grain dealers said. Processors dropped spot Chicago corn basis bids three cents after covering most of the April needs this week, with river corn basis bids following CIF Gulf corn values lower. The surge in PIK-and-roll also pressured corn futures, with May settling today down three cents per bushel at 1.58-1/2 dlrs, near the contract low of 1.49-1/4 dlrs. But unlike in the past when lower prices slowed country movement, now lower county prices widen the differentials with the corn loan and make PIK-and-roll even more attractive, they noted. Reuter
crude	NYMEX RULE CHANGE SEEN BOOSTING ENERGY TRADE The New York Mercantile Exchange said it will introduce exchanges for physicals (EFPS) to its energy futures markets April one. An exchange spokeswoman said the change will allow oil traders that do not hold a futures position to initiate, after the exchange closes, a transaction that can subsequently be hedged in the futures market. EFPs, already in effect for platinum futures on NYMEX, are expected to increase the open interest and liquidity in U.S. energy futures, according to traders and analysts. The Commodity Futures Trading Commission approved the rule change in February, according to a CFTC spokeswoman. Reuter
interest, money-fx	U.K. MONEY MARKET GETS 1.14 BILLION STG EARLY HELP The Bank of England said it had provided the money market with 1.143 billion mln stg assistance in response to an early round of bill offers from the discount houses. Earlier, the Bank forecast the system would face a very large deficit today of around 1.75 billion stg. The central bank purchased bank bills outright comprising 393 mln stg in band one at 9-7/8 pct, 649 mln stg in band two at 9-13/16 pct and 85 mln stg in band three at 9-3/4 pct. In addition it bought 16 mln stg of local authority bills in band two at 9-13/16 pct. REUTER
dlr, money-fx	Miyazawa expects dollar to rebound soon, spokesman says
money-fx	Bundesbank sets 28-day securities repurchase tender at fixed 3.80 pct
crude	PLAINS <PLNS> POSTS RESERVES INCREASES Plains Resources Inc said that as of December 31, its estimated proved oil and gas reserves rose by 27 pct to 5.43 mln barrels from 4.27 mln barrels and proved developed reserves rose 16 pct to four mln barrels from 3.45 mln barrels a year ago. The company said its year end reserves did not include the oil and gas reserves of Houston Oil Fields Co which recently agreed to merge with it, pending shareholder approval in mid-April. If approved, the merger will add another 3.2 mln barrels to the company's reserve base. Reuter
corn, grain	TAIWAN BUYS 81,000 TONNES OF U.S. MAIZE The joint committee of Taiwan's maize importers awarded contracts to two U.S. Firms to supply two shipments totalling 81,000 tonnes, a committee spokesman said. Continental Grain Co of New York won a contract for the supply of 54,000 tonnes, priced at 96.17 U.S. Dlrs a tonne c and f Taiwan for delivery between May 21 and June 5. Gulf Coast Grain Inc of Memphis, Tennessee, won a contract for 27,000 tonnes at 100.75 dlrs a tonne also c and f Taiwan, for May 21-June 5 delivery. REUTER
money-fx	FED'S SEGER SAYS FOREIGN EXCHANGE MARKETS SHOWING SIGNS OF STABILITY
crude	US RULED OUT ATTACK ON IRANIAN SILKWORMS U.S. military planners ruled out Iran's Silkworm missiles as a target in the retaliatory attack mounted on Monday for fear of being drawn more deeply into the Iran-Iraq war, defense and Middle East experts said. U.S. naval forces destroyed an offshore oil platform and raided another in what the administration called a "measured and appropriate response" to an Iranian Silkworm missile attack last Friday on a U.S.-flagged tanker in Kuwaiti waters. Private analysts generally agreed that going after the rig rather than an onshore economic or military target such as Silkworm launch sites reflected a careful bid by Washington to limit the political, military and diplomatic fallout both at home and in the Gulf. "It simply demonstrated the United States will take military action when they (Iran) take military action," Norman Polmar, a defense analyst and author, said. He said hitting the platforms had spared Iran the embarrassment of casualties on its own soil, possibly avoiding an escalating spiral of attack and counterattack. In addition, it minimized the risk to U.S. forces and the potential embarrassment of any losses, including aircraft that could have been shot down had they taken part in an attack. Anthony Cordesman, author of a new book on the Iran-Iraq war, said the United States apparently chose a limited target to keep alive the possibility that U.N. Secretary General Javier Perez de Cuellar might still persuade Iran to accept a Security Council call for a ceasefire. "We want the U.N. peace initiative to work if there's any chance at all," he said, adding that the action made it clear tougher steps would follow if Iran to attack Gulf shipping. In targeting an oil rig -- albeit one said by the Pentagon to have been turned into a military command post -- Washington also sent a message that it might be willing to attack Iran's economic lifeline. Pentagon officials said the platform had been used as a base for Iranian raids against shipping in the lower Gulf. "We have chosen a military target, but we also have shown Iran that we are willing to interfere with its oil-exporting capabilities," Cordesman said. He predicted the United States would respond to any future major Iranian challenges by hitting Iran's naval base at Bandar Abbas on the Straits of Hormuz, followed by mining the approaches to Iran's oil export terminal on Kharg Island. Defense Secretary Caspar Weinberger said on Monday the United States did not seek further confrontation with Iran, "but we will be prepared to meet any escalation of military action by Iran with stronger countermeasures." Reuter
crude	OPEC DEFENDING 18 DLR PRICE, SUBROTO SAYS Indonesian Energy Minister Subroto said OPEC is deliberately under its production ceiling of 15.8 mln barrels to defend its 18 dlr a barrel price target. He told reporters at an energy conference in Jakarta that OPEC had decided to maintain its price level of 18 dlrs. "We are deliberately defending the price, so OPEC production is less than 15.8 (mln) at the moment," he stated. Asked if OPEC would increase production if prices went above 18 dlrs a barrel, he said this would be decided at the next OPEC meeting in June. "We will discuss the market situation then," he added. He said a meeting of the OPEC Differentials Committee had been postponed because "there is no need for the meeting." He did not elaborate. The committee had originally been due to meet in Vienna this week. REUTER
interest, money-fx	U.K. MONEY MARKET GIVEN 24 MLN STG ASSISTANCE The Bank of England said it provided 24 mln stg help to the money market in the morning session. This compares with the bank's upward revised shortage forecast of around 500 mln stg. The central bank purchased bank bills outright comprising two mln stg in band one at 10-7/8 pct and 22 mln stg in band two at 10-13/16 pct. REUTER
money-fx	U.K. MONEY MARKET GIVEN FURTHER 663 MLN STG HELP The Bank of England said it gave the money market a further 663 mln stg assistance in the afternoon session. This takes the Bank's total assistance so far today to 928 mln stg and compares with its forecast shortage which it earlier revised up to 850 mln stg from 750 mln. The central bank purchased bills in band one at 9-7/8 pct comprising 267 mln stg bank bills, four mln stg local authority bills and one mln stg treasury bills. It also bought 378 mln stg bank bills and 13 mln stg of treasury bills in band two at 9-13/16 pct. REUTER
dlr, money-fx	U.S. COMMERCE DEPT'S ORTNER SAYS DOLLAR FAIRLY PRICED AGAINST EUROPEAN CURRENCIES
crude	CITGO RAISES CRUDE POSTINGS 50 CTS, TODAY, WTI TO 17.50 DLRS/BBL
money-fx	STOLTENBERG SAYS PARIS ACCORD POLICY TO CONTINUE West German Finance Minister Gerhard Stoltenberg said the currency agreement reached in Paris in February had been successful and would be continued. Stoltenberg told journalists before he attends next week's International Monetary Fund meeting in Washington that: "The ... Strategy to stabilise currencies around current levels has proven its worth and will also determine future developments." Stoltenberg declined to comment specifically on what he would consider to be an undervalued dollar but said a dollar around 1.80 marks created problems for West Germany's exports. He said studies by international organisations had made it clear that especially in the U.S. And in Japan major efforts remained necessary to support adjustments in foreign trade balances via necessary corrections to economic policy. "No-one would benefit if, after years of over-valuation, the U.S. Dollar fell into the other extreme, that is, strong under-valuation," he said. Stoltenberg said West Germany had a keen interest in a swift agreement between the U.S. And Japan concerning the current trade dispute over semi-conductors. Asked whether he believed the markets would test the Paris currency accord, Stoltenberg did not comment specifically but noted that much of what had been discussed in Paris had not been published. The Paris declaration did not state the levels at which central banks of the major industrialised countries would intervene. Stoltenberg said that everything had been carefully considered. He said he had nothing further to add. Reuter
crude	CONOCO RAISES CRUDE OIL PRICES UP TO ONE DLR BARREL, WTI AT 17.50 DLRS
grain, wheat	WINTER WEATHER HURTS EAST GERMAN GRAIN - USDA Shifts from mild to very cold weather in East Germany damaged winter barley and late sown winter wheat in central regions and barley north of Berlin, the U.S. agricultural officer in East Berlin said. In a field report, the officer said indications were that winter kill might well be more than 100,000 hectares compared with 38,000 last year. He said the damage was probably more limited in southern and central regions and most widespread in the north. Damage was most severe on plants above the ground where little or no snow cover was present, he added. The officer said heavy frosts at night followed by sunshine during the day led to some heaving, particularly for well developed plants and for winter barley. Furthermore, as the ground surface thawed, some standing water occurred in the fields. The officer said repairing damage will probably call for special measures this spring in fields with damaged plants and where stands are thin. Harrowing, as well as well-timed applications of nitrogen, will be necessary, he added. Reuter
corn, grain	CHINA ADDS CORN TO COMMITMENTS - USDA China has added 30,000 tonnes of U.S. corn to its previous commitments, according to the U.S. Agriculture Department's latest Export Sales report. The report, covering transactions in the week June 11, the additional corn resulted from changes in destinations. Total corn commitments for delivery in the 1986/87 season amount to 1,083,400 tonnes. Reuter
money-fx	BALLADUR URGES G-7 TO RESPECT LOUVRE ACCORD French Finance Minister Edouard Balladur said the Group of Seven (G-7) industrial countries should respect pledges on monetary policy made in the February Louvre accord on currency stability. "We have to strengthen the cooperation between the seven major industrial countries and remind ourselves of the pledges we made at the Louvre," he told journalists. "They were not simply pledges to maintain currency stability, but also to conduct a certain type of economic and monetary policy," he added. Balladur's comments came after U.S. Treasury Secretary James Baker said on Sunday that the U.S. Would have to re-examine the Louvre accords in the light of the rise in West German short-term interest rates. Balladur was one of the main architects of the Louvre accord and has invested considerable political capital in defending them. REUTER
crude	UNOCAL RAISES MOST CRUDE PRICES 50 CTS, TODAY, WTI AT 17.50 DLRS
crude	IRANIAN OIL MINISTER ARRIVES IN ALGERIA Iranian Oil Minister Gholamreza Aqazadeh arrived in Algiers at the head of a large delegation for talks on stabilizing oil prices, the official news agency APS said. In a brief arrival statement, he said Iran and Algeria were engaged in "continuous and stronger cooperation" on the world petroleum market and had "deployed considerable efforts to stablise petroleum prices." He was greeted on arrival by Belkacem Nabi, the Algerian Minister of Energy, Chemical and Petro-Chemical Industries. Reuter
